slug,owner_id,clawhub_url,pools,version,display_name,api_url,license,downloads,stars,published_at_ms,summary
dingtalk-todo-cli,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/dingtalk-todo-cli,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/dingtalk-todo-cli/versions/1.0.0,,,,1779783363051,
douyin-title-generator-v2,kn78r4sn0arj035mvghw8v9h4587d6jr,https://clawhub.ai/skills/douyin-title-generator-v2,finding8_susp100,2.0.0,,https://clawhub.ai/api/v1/skills/douyin-title-generator-v2/versions/2.0.0,,,,1779726585851,
douyin-upload-mcp-skill,kn7eb068t58n15vaenzn0n1ydx87f5vj,https://clawhub.ai/skills/douyin-upload-mcp-skill,finding8_susp100,0.1.8,,https://clawhub.ai/api/v1/skills/douyin-upload-mcp-skill/versions/0.1.8,,,,1779787010026,
electrical-machinery-course,kn7ez4h284sw1q2f7zvmge91wx83jdbt,https://clawhub.ai/skills/electrical-machinery-course,finding8_susp100,1.3.0,,https://clawhub.ai/api/v1/skills/electrical-machinery-course/versions/1.3.0,,,,1779775051848,
emar-ppt-skill,kn77745ksctztpmyk7aae60nqs874nzm,https://clawhub.ai/skills/emar-ppt-skill,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/emar-ppt-skill/versions/1.0.1,,,,1779685707731,
engine-miner-wallet,kn7e3skm3s7nfkwyz119mc9s0n87aqyw,https://clawhub.ai/skills/engine-miner-wallet,finding8_susp100,0.1.2,,https://clawhub.ai/api/v1/skills/engine-miner-wallet/versions/0.1.2,,,,1779693056850,
family-ledgersimple,kn74jzx9jn2qt39cnvtys1cym181vara,https://clawhub.ai/skills/family-ledgersimple,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/family-ledgersimple/versions/1.0.0,,,,1779777458621,
feishu-workflow-cli,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/feishu-workflow-cli,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/feishu-workflow-cli/versions/1.0.0,,,,1779783232297,
fire-protection-narrative-report-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/fire-protection-narrative-report-drafter,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/fire-protection-narrative-report-drafter/versions/0.1.0,,,,1779771281706,
fn-fpk,kn77pvxj7zf4hrd6q5ydgn2js5826rny,https://clawhub.ai/skills/fn-fpk,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/fn-fpk/versions/1.0.0,,,,1779731302541,
git-publish-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/git-publish-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/git-publish-skill/versions/1.0.0,,,,1779781135827,
gotoemail,kn7d6rsw2fde3ex57t56gpk35x838at7,https://clawhub.ai/skills/gotoemail,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/gotoemail/versions/1.0.1,,,,1779694418743,
hap-upgrade-guide,kn700jp1c2b9dkpwcb6phm1qe183zjbm,https://clawhub.ai/skills/hap-upgrade-guide,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/hap-upgrade-guide/versions/1.0.0,,,,1779687340897,
hotel-booking-ai,kn7bg73713b6bjj6zaejx929kh84ts37,https://clawhub.ai/skills/hotel-booking-ai,finding8_susp100,0.2.0,,https://clawhub.ai/api/v1/skills/hotel-booking-ai/versions/0.2.0,,,,1779706901578,
jf-open-pro-device-image-flip,kn76a4cz1f8226smfrv62zp4h1845f45,https://clawhub.ai/skills/jf-open-pro-device-image-flip,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/jf-open-pro-device-image-flip/versions/1.0.0,,,,1779699924919,
jf-open-pro-device-status,kn76a4cz1f8226smfrv62zp4h1845f45,https://clawhub.ai/skills/jf-open-pro-device-status,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/jf-open-pro-device-status/versions/1.0.0,,,,1779705551849,
jf-open-pro-livestream,kn76a4cz1f8226smfrv62zp4h1845f45,https://clawhub.ai/skills/jf-open-pro-livestream,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/jf-open-pro-livestream/versions/1.0.0,,,,1779705597516,
jixinghui-activity,kn7ekj9c2wnassykpsqa1x9gdx8772ta,https://clawhub.ai/skills/jixinghui-activity,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/jixinghui-activity/versions/1.0.0,,,,1779696595254,
kaifan,kn7e1f7arbh5e68r8ztsbc8ncn840aaa,https://clawhub.ai/skills/kaifan,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/kaifan/versions/1.0.1,,,,1779771091802,
knot-agent-eval,kn775kfx1zc982f6xxnphegrgn87ewax,https://clawhub.ai/skills/knot-agent-eval,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/knot-agent-eval/versions/1.0.0,,,,1779761952135,
ligaowei-auto-responder,kn73wqc78mc614p1bta710y41s82ejtq,https://clawhub.ai/skills/ligaowei-auto-responder,finding8_susp100,1.1.1,,https://clawhub.ai/api/v1/skills/ligaowei-auto-responder/versions/1.1.1,,,,1779694889120,
linkfox-google-aimodel-search,kn7dmc1t4j28hem1twwyav85p182pb1j,https://clawhub.ai/skills/linkfox-google-aimodel-search,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/linkfox-google-aimodel-search/versions/1.0.0,,,,1779673517800,
local-mcp-server,kn7bt5s881bwyhqfzf1e95p2z587aeb1,https://clawhub.ai/skills/local-mcp-server,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/local-mcp-server/versions/1.0.0,,,,1779662444153,
long-context-rag-analyzer,kn74e704j3ygjcygnpf02rdvd185js13,https://clawhub.ai/skills/long-context-rag-analyzer,finding8_susp100,3.0.1,,https://clawhub.ai/api/v1/skills/long-context-rag-analyzer/versions/3.0.1,,,,1779680063850,
marketing-automation-cli,kn7a6kxswmnbamxxthy2pgjrkn86vpfy,https://clawhub.ai/skills/marketing-automation-cli,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/marketing-automation-cli/versions/1.0.0,,,,1779783592716,
matlab-simulation-optimizer-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/matlab-simulation-optimizer-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/matlab-simulation-optimizer-skill/versions/1.0.0,,,,1779787016593,
meetmind,kn7bt31dm0h09bawpn8ypect9h82jed7,https://clawhub.ai/skills/meetmind,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/meetmind/versions/1.0.0,,,,1779768199412,
mplus-report-insight,kn737p650jyt8y8t6vhqbcyf1986f10s,https://clawhub.ai/skills/mplus-report-insight,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/mplus-report-insight/versions/1.0.0,,,,1779693032047,
multi-paper-innovation-comparator,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/multi-paper-innovation-comparator,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/multi-paper-innovation-comparator/versions/1.0.0,,,,1779787000521,
nexus-ap2-batched-settle,kn7efb82wj6z1vtc8q377eh3r582sdfa,https://clawhub.ai/skills/nexus-ap2-batched-settle,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/nexus-ap2-batched-settle/versions/1.0.0,,,,1779737193378,
nihai,kn77nwcb76zrnzbte2v4khncn582nqg7,https://clawhub.ai/skills/nihai,finding8_susp100,2.1.0,,https://clawhub.ai/api/v1/skills/nihai/versions/2.1.0,,,,1779767917538,
obsidian-quartz-blog-setup-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/obsidian-quartz-blog-setup-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/obsidian-quartz-blog-setup-skill/versions/1.0.0,,,,1779787022266,
ontology-modeling,kn723h6ssb0htabywvbvd2j9x986dqh6,https://clawhub.ai/skills/ontology-modeling,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/ontology-modeling/versions/1.0.0,,,,1779787382572,
opulselink-platform-basic,kn78157tg3j16pnp4d9xqfe3dn87d10m,https://clawhub.ai/skills/opulselink-platform-basic,finding8_susp100,0.5.0,,https://clawhub.ai/api/v1/skills/opulselink-platform-basic/versions/0.5.0,,,,1779699520002,
paper-innov-compare-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/paper-innov-compare-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/paper-innov-compare-skill/versions/1.0.0,,,,1779781124802,
paper-matlab-reproduction,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/paper-matlab-reproduction,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/paper-matlab-reproduction/versions/1.0.0,,,,1779781144602,
paper-results-reverse-engineer,kn76d4j3eye4fzegytyc5hthdn86bysx,https://clawhub.ai/skills/paper-results-reverse-engineer,finding8_susp100,3.0.4,,https://clawhub.ai/api/v1/skills/paper-results-reverse-engineer/versions/3.0.4,,,,1779785330612,
patent-transaction,kn75kk4f194v78mdce4gz4x6v1832rbq,https://clawhub.ai/skills/patent-transaction,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/patent-transaction/versions/1.0.0,,,,1779735652729,
pharmacovigilance-icsr-narrative,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/pharmacovigilance-icsr-narrative,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/pharmacovigilance-icsr-narrative/versions/0.1.0,,,,1779693614542,
polymarket-mil-aircraft-tracker,kn7axnp7bzqsf5fkx0z8px7han7zyq1x,https://clawhub.ai/skills/polymarket-mil-aircraft-tracker,finding8_susp100,1.1.1,,https://clawhub.ai/api/v1/skills/polymarket-mil-aircraft-tracker/versions/1.1.1,,,,1779726612177,
ralph-loop-rr,kn7b9vdb6zpt2arhjhw05hercn86w1hr,https://clawhub.ai/skills/ralph-loop-rr,finding8_susp100,1.2.0,,https://clawhub.ai/api/v1/skills/ralph-loop-rr/versions/1.2.0,,,,1779740204779,
redfin-mcp,kn700jq4sjtf2anb0rk3ft4p7n856872,https://clawhub.ai/skills/redfin-mcp,finding8_susp100,0.4.4,,https://clawhub.ai/api/v1/skills/redfin-mcp/versions/0.4.4,,,,1779755423344,
rocketreach-contact-intel,kn713pxvayh8fjhb503zjb8yxh815j54,https://clawhub.ai/skills/rocketreach-contact-intel,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/rocketreach-contact-intel/versions/0.1.0,,,,1779633021855,
simulation-doc-writer-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/simulation-doc-writer-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/simulation-doc-writer-skill/versions/1.0.0,,,,1779781153244,
skill-publish-skill,kn7d6rn796ntdec2gcxcavq7gs83s1bb,https://clawhub.ai/skills/skill-publish-skill,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/skill-publish-skill/versions/1.0.0,,,,1779780176274,
smyx-driver-flushing-sweat-detection-analysis,kn7cyxkr2ymf7zwsrybpedg8xx83ywrj,https://clawhub.ai/skills/smyx-driver-flushing-sweat-detection-analysis,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/smyx-driver-flushing-sweat-detection-analysis/versions/1.0.0,,,,1779765072299,
smyx-driver-head-pose-abnormality-analysis,kn7e2caqj7pnsvr9r7t8zenghs83xw7n,https://clawhub.ai/skills/smyx-driver-head-pose-abnormality-analysis,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/smyx-driver-head-pose-abnormality-analysis/versions/1.0.0,,,,1779764720066,
smyx-infant-stool-color-abnormality-analysis,kn7cyxkr2ymf7zwsrybpedg8xx83ywrj,https://clawhub.ai/skills/smyx-infant-stool-color-abnormality-analysis,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/smyx-infant-stool-color-abnormality-analysis/versions/1.0.0,,,,1779781474902,
smyx-living-alone-rhythm-anomaly-analysis,kn7e2caqj7pnsvr9r7t8zenghs83xw7n,https://clawhub.ai/skills/smyx-living-alone-rhythm-anomaly-analysis,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/smyx-living-alone-rhythm-anomaly-analysis/versions/1.0.0,,,,1779775663034,
smyx-neonatal-jaundice-screening-analysis,kn7e2caqj7pnsvr9r7t8zenghs83xw7n,https://clawhub.ai/skills/smyx-neonatal-jaundice-screening-analysis,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/smyx-neonatal-jaundice-screening-analysis/versions/1.0.0,,,,1779781448130,
smyx-thermal-fever-screening-analysis,kn7cyxkr2ymf7zwsrybpedg8xx83ywrj,https://clawhub.ai/skills/smyx-thermal-fever-screening-analysis,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/smyx-thermal-fever-screening-analysis/versions/1.0.0,,,,1779775684702,
solution-case-finder,kn719mk8qaw9jeqy23v5xtt6k582j8zy,https://clawhub.ai/skills/solution-case-finder,finding8_susp100,1.0.2,,https://clawhub.ai/api/v1/skills/solution-case-finder/versions/1.0.2,,,,1779784083257,
statichub,kn77mpysxam553h3w9pyabbmjd81r0n9,https://clawhub.ai/skills/statichub,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/statichub/versions/0.1.0,,,,1779710241656,
stickyhive,kn73x25h4tz0kt7hbeqvf39dwh87ckd2,https://clawhub.ai/skills/stickyhive,finding8_susp100,0.1.1,,https://clawhub.ai/api/v1/skills/stickyhive/versions/0.1.1,,,,1779711104270,
sushiro,kn71wmfxxkq6cmb0696vdrvkc581z8y9,https://clawhub.ai/skills/sushiro,finding8_susp100,0.1.1,,https://clawhub.ai/api/v1/skills/sushiro/versions/0.1.1,,,,1779781996668,
swppp-drafter,kn798vfcxrgjdt230v34k8eqf584vpwv,https://clawhub.ai/skills/swppp-drafter,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/swppp-drafter/versions/0.1.0,,,,1779693619888,
tally-prime-skill,kn7dweyva2nw2wthbnpw5ygcnn80hxkd,https://clawhub.ai/skills/tally-prime-skill,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/tally-prime-skill/versions/1.0.1,,,,1779713130052,
taobao-618-material-helper,kn7dcnh86hvrqegsma9c1etg6s87cgtn,https://clawhub.ai/skills/taobao-618-material-helper,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/taobao-618-material-helper/versions/0.1.0,,,,1779713577399,
tron-energy-rental,kn772zt5ncxbjw1hqmkj1krk7h87chyc,https://clawhub.ai/skills/tron-energy-rental,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/tron-energy-rental/versions/1.0.1,,,,1779703086776,
tutur-aceh,kn78j9e74mf9weg4sr1e7zmabd81s08b,https://clawhub.ai/skills/tutur-aceh,finding8_susp100,1.0.1,,https://clawhub.ai/api/v1/skills/tutur-aceh/versions/1.0.1,,,,1779737730597,
typeform-surveys,kn713pxvayh8fjhb503zjb8yxh815j54,https://clawhub.ai/skills/typeform-surveys,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/typeform-surveys/versions/0.1.0,,,,1779638804988,
universal-file-ops,kn75zfd51df61ajdyqtgvrs1hx84s4q6,https://clawhub.ai/skills/universal-file-ops,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/universal-file-ops/versions/0.1.0,,,,1779706791937,
videolink-to-article,kn7062aw23gwdvrmk0j5vznacs87fyxg,https://clawhub.ai/skills/videolink-to-article,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/videolink-to-article/versions/1.0.0,,,,1779768127964,
wechat-lead-generation,kn7exkvs9fr4ybh3yx6986mfw985c17g,https://clawhub.ai/skills/wechat-lead-generation,finding8_susp100,0.1.0,,https://clawhub.ai/api/v1/skills/wechat-lead-generation/versions/0.1.0,,,,1779786113232,
wx-mp-publish,kn732d75a9t2htw2sjvh004hw982c32x,https://clawhub.ai/skills/wx-mp-publish,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/wx-mp-publish/versions/1.0.0,,,,1779683900649,
xiaoyiwebsearch,kn7d6ybyaczcj2pr8xpmswe5s187edjm,https://clawhub.ai/skills/xiaoyiwebsearch,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/xiaoyiwebsearch/versions/1.0.0,,,,1779787351225,
xiaxiayouhui-deals,kn7d9hvf1185qhqngysj77w4k987cgwv,https://clawhub.ai/skills/xiaxiayouhui-deals,finding8_susp100,1.5.8,,https://clawhub.ai/api/v1/skills/xiaxiayouhui-deals/versions/1.5.8,,,,1779767085576,
xihu-hiring,kn721qkna8n7c3j5n9hvqpx4h986mbnk,https://clawhub.ai/skills/xihu-hiring,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/xihu-hiring/versions/1.0.0,,,,1779777361114,
xlsx-test,kn769q68fteys6ce65mz54s3a187eynf,https://clawhub.ai/skills/xlsx-test,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/xlsx-test/versions/1.0.0,,,,1779768467392,
youmind-article-dispatch,kn70vgwgt9babmcxm5vbprdxp582q8h8,https://clawhub.ai/skills/youmind-article-dispatch,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/youmind-article-dispatch/versions/1.0.0,,,,1779782497795,
youmind-beehiiv-article,kn70vgwgt9babmcxm5vbprdxp582q8h8,https://clawhub.ai/skills/youmind-beehiiv-article,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/youmind-beehiiv-article/versions/1.0.0,,,,1779782517052,
youmind-ghost-article,kn70vgwgt9babmcxm5vbprdxp582q8h8,https://clawhub.ai/skills/youmind-ghost-article,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/youmind-ghost-article/versions/1.0.0,,,,1779782562710,
youmind-hashnode-article,kn70vgwgt9babmcxm5vbprdxp582q8h8,https://clawhub.ai/skills/youmind-hashnode-article,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/youmind-hashnode-article/versions/1.0.0,,,,1779782587912,
zillow-mcp,kn700jq4sjtf2anb0rk3ft4p7n856872,https://clawhub.ai/skills/zillow-mcp,finding8_susp100,0.4.4,,https://clawhub.ai/api/v1/skills/zillow-mcp/versions/0.4.4,,,,1779755408611,
zw3d-macro,kn7b22jx4a3957m25ynf04x0ns87ckdq,https://clawhub.ai/skills/zw3d-macro,finding8_susp100,1.0.0,,https://clawhub.ai/api/v1/skills/zw3d-macro/versions/1.0.0,,,,1779710052158,
